"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2015";"1";"Vår";"S";"Studenter";"542";"402";"140"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2012";"1";"Vår";"S";"Studenter";"560";"408";"152"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2014";"1";"Vår";"S";"Studenter";"601";"438";"163"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2012";"3";"Høst";"S";"Studenter";"610";"440";"170"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2016";"3";"Høst";"S";"Studenter";"550";"344";"206"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2013";"3";"Høst";"S";"Studenter";"525";"374";"151"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2014";"3";"Høst";"S";"Studenter";"589";"430";"159"
"0233";"Høgskolen i Sogn og Fjordane";"430100";"Institutt for lærarutdanning";"2011";"3";"Høst";"S";"Studenter";"699";"496";"203"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2011";"3";"Høst";"S";"Studenter";"270";"234";"36"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2016";"3";"Høst";"S";"Studenter";"233";"186";"47"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2013";"3";"Høst";"S";"Studenter";"290";"252";"38"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2012";"3";"Høst";"S";"Studenter";"304";"272";"32"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2015";"3";"Høst";"S";"Studenter";"196";"162";"34"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2014";"3";"Høst";"S";"Studenter";"260";"232";"28"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2016";"1";"Vår";"S";"Studenter";"229";"179";"50"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2013";"1";"Vår";"S";"Studenter";"289";"258";"31"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2015";"1";"Vår";"S";"Studenter";"246";"214";"32"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2014";"1";"Vår";"S";"Studenter";"259";"221";"38"
"0233";"Høgskolen i Sogn og Fjordane";"430200";"Institutt for barnehagelærarutdanning";"2012";"1";"Vår";"S";"Studenter";"293";"258";"35"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2014";"1";"Vår";"S";"Studenter";"323";"147";"176"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2012";"1";"Vår";"S";"Studenter";"336";"161";"175"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2016";"1";"Vår";"S";"Studenter";"301";"126";"175"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2015";"1";"Vår";"S";"Studenter";"314";"136";"178"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2013";"1";"Vår";"S";"Studenter";"335";"172";"163"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2011";"3";"Høst";"S";"Studenter";"300";"138";"162"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2015";"3";"Høst";"S";"Studenter";"317";"132";"185"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2014";"3";"Høst";"S";"Studenter";"295";"129";"166"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2012";"3";"Høst";"S";"Studenter";"296";"149";"147"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2016";"3";"Høst";"S";"Studenter";"366";"159";"207"
"0233";"Høgskolen i Sogn og Fjordane";"430300";"Institutt for idrett";"2013";"3";"Høst";"S";"Studenter";"303";"133";"170"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2002";"3";"Høst";"S";"Studenter";"567";"500";"67"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2001";"3";"Høst";"S";"Studenter";"440";"393";"47"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2006";"3";"Høst";"S";"Studenter";"536";"486";"50"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2004";"3";"Høst";"S";"Studenter";"641";"573";"68"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1997";"3";"Høst";"S";"Studenter";"427";"382";"45"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2005";"3";"Høst";"S";"Studenter";"602";"520";"82"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2010";"3";"Høst";"S";"Studenter";"585";"518";"67"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1996";"3";"Høst";"S";"Studenter";"398";"359";"39"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2003";"3";"Høst";"S";"Studenter";"567";"508";"59"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2008";"3";"Høst";"S";"Studenter";"548";"503";"45"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1999";"3";"Høst";"S";"Studenter";"577";"503";"74"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2011";"1";"Vår";"S";"Studenter";"570";"505";"65"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2002";"1";"Vår";"S";"Studenter";"419";"368";"51"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2009";"3";"Høst";"S";"Studenter";"595";"528";"67"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2007";"3";"Høst";"S";"Studenter";"609";"548";"61"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1998";"3";"Høst";"S";"Studenter";"447";"401";"46"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2000";"3";"Høst";"S";"Studenter";"452";"394";"58"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2010";"1";"Vår";"S";"Studenter";"524";"465";"59"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2000";"1";"Vår";"S";"Studenter";"545";"482";"63"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1996";"1";"Vår";"S";"Studenter";"410";"368";"42"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2009";"1";"Vår";"S";"Studenter";"511";"462";"49"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2005";"1";"Vår";"S";"Studenter";"471";"410";"61"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2003";"1";"Vår";"S";"Studenter";"467";"417";"50"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2006";"1";"Vår";"S";"Studenter";"562";"497";"65"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1997";"1";"Vår";"S";"Studenter";"384";"345";"39"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2007";"1";"Vår";"S";"Studenter";"593";"537";"56"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1999";"1";"Vår";"S";"Studenter";"428";"379";"49"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2008";"1";"Vår";"S";"Studenter";"516";"468";"48"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"1998";"1";"Vår";"S";"Studenter";"431";"376";"55"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2004";"1";"Vår";"S";"Studenter";"467";"421";"46"
"0233";"Høgskolen i Sogn og Fjordane";"440000";"Avdeling for helsefag";"2001";"1";"Vår";"S";"Studenter";"467";"417";"50"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2014";"1";"Vår";"S";"Studenter";"473";"407";"66"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2016";"1";"Vår";"S";"Studenter";"485";"410";"75"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2015";"1";"Vår";"S";"Studenter";"498";"427";"71"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2013";"1";"Vår";"S";"Studenter";"469";"405";"64"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2012";"1";"Vår";"S";"Studenter";"440";"383";"57"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2011";"3";"Høst";"S";"Studenter";"428";"373";"55"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2016";"3";"Høst";"S";"Studenter";"472";"397";"75"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2013";"3";"Høst";"S";"Studenter";"478";"403";"75"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2012";"3";"Høst";"S";"Studenter";"444";"385";"59"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2015";"3";"Høst";"S";"Studenter";"485";"405";"80"
"0233";"Høgskolen i Sogn og Fjordane";"440100";"Institutt for sjukepleie";"2014";"3";"Høst";"S";"Studenter";"490";"419";"71"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2014";"3";"Høst";"S";"Studenter";"182";"170";"12"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2015";"3";"Høst";"S";"Studenter";"157";"149";"8"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2016";"3";"Høst";"S";"Studenter";"137";"120";"17"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2011";"3";"Høst";"S";"Studenter";"193";"175";"18"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2012";"3";"Høst";"S";"Studenter";"153";"138";"15"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2013";"3";"Høst";"S";"Studenter";"159";"150";"9"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2013";"1";"Vår";"S";"Studenter";"180";"165";"15"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2015";"1";"Vår";"S";"Studenter";"149";"140";"9"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2012";"1";"Vår";"S";"Studenter";"162";"146";"16"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2014";"1";"Vår";"S";"Studenter";"153";"143";"10"
"0233";"Høgskolen i Sogn og Fjordane";"440200";"Institutt for helsefag";"2016";"1";"Vår";"S";"Studenter";"105";"99";"6"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2002";"1";"Vår";"S";"Studenter";"110";"47";"63"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2005";"1";"Vår";"S";"Studenter";"103";"37";"66"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2001";"1";"Vår";"S";"Studenter";"128";"58";"70"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2006";"1";"Vår";"S";"Studenter";"80";"30";"50"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2007";"1";"Vår";"S";"Studenter";"58";"24";"34"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2003";"1";"Vår";"S";"Studenter";"157";"54";"103"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1998";"1";"Vår";"S";"Studenter";"230";"134";"96"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1999";"1";"Vår";"S";"Studenter";"175";"90";"85"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2004";"3";"Høst";"S";"Studenter";"129";"46";"83"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1998";"3";"Høst";"S";"Studenter";"191";"89";"102"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2001";"3";"Høst";"S";"Studenter";"132";"60";"72"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2000";"3";"Høst";"S";"Studenter";"124";"58";"66"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2004";"1";"Vår";"S";"Studenter";"120";"45";"75"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2000";"1";"Vår";"S";"Studenter";"135";"62";"73"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1996";"1";"Vår";"S";"Studenter";"257";"117";"140"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1997";"1";"Vår";"S";"Studenter";"266";"135";"131"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2002";"3";"Høst";"S";"Studenter";"167";"60";"107"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2005";"3";"Høst";"S";"Studenter";"94";"37";"57"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1999";"3";"Høst";"S";"Studenter";"146";"64";"82"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2006";"3";"Høst";"S";"Studenter";"69";"26";"43"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1997";"3";"Høst";"S";"Studenter";"253";"145";"108"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"2003";"3";"Høst";"S";"Studenter";"201";"74";"127"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1996";"3";"Høst";"S";"Studenter";"244";"113";"131"
"0233";"Høgskolen i Sogn og Fjordane";"450000";"Avdeling for naturfag";"1994";"3";"Høst";"S";"Studenter";"282";"139";"143"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2003";"1";"Vår";"A";"Andre";"30";"3";"27"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1999";"3";"Høst";"S";"Studenter";"68";"9";"59"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2004";"1";"Vår";"A";"Andre";"12";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2003";"3";"Høst";"S";"Studenter";"61";"14";"47"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2000";"1";"Vår";"A";"Andre";"26";"3";"23"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2004";"3";"Høst";"S";"Studenter";"57";"11";"46"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2005";"1";"Vår";"A";"Andre";"10";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2000";"3";"Høst";"S";"Studenter";"74";"4";"70"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2002";"1";"Vår";"A";"Andre";"24";"3";"21"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1996";"3";"Høst";"S";"Studenter";"70";"14";"56"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2006";"1";"Vår";"A";"Andre";"23";"6";"17"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2001";"3";"Høst";"S";"Studenter";"81";"8";"73"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2004";"3";"Høst";"A";"Andre";"12";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2005";"3";"Høst";"S";"Studenter";"47";"8";"39"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2002";"3";"Høst";"A";"Andre";"34";"3";"31"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2006";"3";"Høst";"S";"Studenter";"37";"4";"33"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2001";"3";"Høst";"A";"Andre";"29";"5";"24"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2001";"1";"Vår";"S";"Studenter";"73";"4";"69"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2001";"1";"Vår";"A";"Andre";"28";"4";"24"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1997";"3";"Høst";"S";"Studenter";"57";"8";"49"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2007";"1";"Vår";"A";"Andre";"27";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2002";"3";"Høst";"S";"Studenter";"68";"12";"56"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2005";"3";"Høst";"A";"Andre";"30";"6";"24"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1998";"3";"Høst";"S";"Studenter";"45";"7";"38"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2000";"3";"Høst";"A";"Andre";"51";"7";"44"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1998";"1";"Vår";"S";"Studenter";"62";"8";"54"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2003";"3";"Høst";"A";"Andre";"20";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2006";"1";"Vår";"S";"Studenter";"44";"7";"37"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2006";"3";"Høst";"A";"Andre";"30";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2003";"1";"Vår";"S";"Studenter";"65";"11";"54"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1996";"1";"Vår";"S";"Studenter";"93";"23";"70"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2002";"1";"Vår";"S";"Studenter";"74";"8";"66"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2004";"1";"Vår";"S";"Studenter";"58";"13";"45"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1997";"1";"Vår";"S";"Studenter";"70";"14";"56"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2007";"1";"Vår";"S";"Studenter";"35";"4";"31"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2000";"1";"Vår";"S";"Studenter";"54";"6";"48"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"1999";"1";"Vår";"S";"Studenter";"56";"13";"43"
"0233";"Høgskolen i Sogn og Fjordane";"455000";"Avdeling for ingeniørutdanning";"2005";"1";"Vår";"S";"Studenter";"55";"12";"43"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2010";"1";"Vår";"S";"Studenter";"365";"205";"160"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2011";"1";"Vår";"S";"Studenter";"393";"227";"166"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2002";"1";"Vår";"S";"Studenter";"528";"321";"207"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1998";"1";"Vår";"S";"Studenter";"289";"176";"113"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2001";"1";"Vår";"S";"Studenter";"648";"415";"233"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2008";"1";"Vår";"S";"Studenter";"376";"217";"159"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1996";"1";"Vår";"S";"Studenter";"257";"136";"121"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2005";"1";"Vår";"S";"Studenter";"529";"323";"206"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1999";"1";"Vår";"S";"Studenter";"339";"197";"142"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2003";"1";"Vår";"S";"Studenter";"689";"422";"267"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2006";"1";"Vår";"S";"Studenter";"479";"255";"224"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2000";"1";"Vår";"S";"Studenter";"423";"240";"183"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2004";"1";"Vår";"S";"Studenter";"607";"371";"236"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2007";"1";"Vår";"S";"Studenter";"457";"260";"197"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1996";"3";"Høst";"S";"Studenter";"328";"190";"138"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1997";"3";"Høst";"S";"Studenter";"293";"186";"107"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2005";"3";"Høst";"S";"Studenter";"658";"382";"276"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2002";"3";"Høst";"S";"Studenter";"626";"390";"236"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2001";"3";"Høst";"S";"Studenter";"596";"367";"229"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2009";"1";"Vår";"S";"Studenter";"388";"241";"147"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1997";"1";"Vår";"S";"Studenter";"303";"178";"125"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2000";"3";"Høst";"S";"Studenter";"447";"230";"217"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2007";"3";"Høst";"S";"Studenter";"384";"223";"161"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1999";"3";"Høst";"S";"Studenter";"445";"246";"199"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2006";"3";"Høst";"S";"Studenter";"450";"256";"194"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2010";"3";"Høst";"S";"Studenter";"410";"230";"180"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2008";"3";"Høst";"S";"Studenter";"387";"230";"157"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2003";"3";"Høst";"S";"Studenter";"618";"385";"233"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1998";"3";"Høst";"S";"Studenter";"383";"225";"158"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2009";"3";"Høst";"S";"Studenter";"373";"212";"161"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"2004";"3";"Høst";"S";"Studenter";"562";"340";"222"
"0233";"Høgskolen i Sogn og Fjordane";"460000";"Avdeling for økonomi, leiing og reiseliv";"1994";"3";"Høst";"S";"Studenter";"298";"158";"140"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2007";"3";"Høst";"A";"Andre";"23";"3";"20"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2013";"3";"Høst";"S";"Studenter";"376";"133";"243"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2012";"3";"Høst";"A";"Andre";"31";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2009";"3";"Høst";"S";"Studenter";"155";"71";"84"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2011";"3";"Høst";"A";"Andre";"30";"3";"27"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2008";"3";"Høst";"S";"Studenter";"120";"43";"77"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2012";"1";"Vår";"A";"Andre";"27";"3";"24"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2010";"3";"Høst";"S";"Studenter";"222";"78";"144"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2010";"3";"Høst";"A";"Andre";"22";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2007";"3";"Høst";"S";"Studenter";"110";"32";"78"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2009";"1";"Vår";"A";"Andre";"15";"0";"0"
"0233";"Høgskolen i Sogn og Fjordane";"470000";"Avdeling for ingeniør-og naturfag";"2012";"3";"Høst";"S";"Studenter";"318";"110";"208"
