"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2015";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2020";"3";"Høst";"S";"Studenter";"966";"615";"351"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2020";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2011";"3";"Høst";"S";"Studenter";"841";"581";"260"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2017";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2008";"1";"Vår";"S";"Studenter";"197";"145";"52"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2009";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2011";"1";"Vår";"S";"Studenter";"749";"516";"233"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2009";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2017";"1";"Vår";"S";"Studenter";"773";"480";"293"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2011";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2014";"1";"Vår";"S";"Studenter";"862";"581";"281"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2010";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2018";"1";"Vår";"S";"Studenter";"789";"492";"297"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2013";"1";"Vår";"S";"Studenter";"788";"550";"238"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2009";"1";"Vår";"S";"Studenter";"772";"525";"247"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2022";"1";"Vår";"S";"Studenter";"1105";"739";"366"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2016";"1";"Vår";"S";"Studenter";"766";"480";"286"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2020";"1";"Vår";"S";"Studenter";"767";"498";"269"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2012";"1";"Vår";"S";"Studenter";"748";"521";"227"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2021";"1";"Vår";"S";"Studenter";"929";"607";"322"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2010";"1";"Vår";"S";"Studenter";"811";"518";"293"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2019";"1";"Vår";"S";"Studenter";"774";"482";"292"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2015";"1";"Vår";"S";"Studenter";"775";"500";"275"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2015";"3";"Høst";"S";"Studenter";"851";"534";"317"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2021";"3";"Høst";"S";"Studenter";"1272";"830";"442"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2018";"3";"Høst";"S";"Studenter";"852";"534";"318"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2009";"3";"Høst";"S";"Studenter";"898";"576";"322"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2007";"3";"Høst";"S";"Studenter";"269";"187";"82"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2019";"3";"Høst";"S";"Studenter";"887";"569";"318"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2010";"3";"Høst";"S";"Studenter";"861";"573";"288"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2017";"3";"Høst";"S";"Studenter";"918";"577";"341"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2008";"3";"Høst";"S";"Studenter";"257";"187";"70"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2014";"3";"Høst";"S";"Studenter";"888";"586";"302"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2013";"3";"Høst";"S";"Studenter";"972";"660";"312"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2013";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2010";"3";"Høst";"S";"Studenter";"87";"31";"56"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2016";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2018";"3";"Høst";"S";"Studenter";"173";"56";"117"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2013";"3";"Høst";"S";"Studenter";"128";"40";"88"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2011";"3";"Høst";"S";"Studenter";"89";"35";"54"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2021";"3";"Høst";"S";"Studenter";"215";"70";"145"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2020";"1";"Vår";"S";"Studenter";"153";"45";"108"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2012";"1";"Vår";"S";"Studenter";"90";"37";"53"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2016";"3";"Høst";"S";"Studenter";"171";"56";"115"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2019";"3";"Høst";"S";"Studenter";"187";"57";"130"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2008";"3";"Høst";"S";"Studenter";"30";"10";"20"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2015";"3";"Høst";"S";"Studenter";"161";"50";"111"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2014";"3";"Høst";"S";"Studenter";"122";"34";"88"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2009";"3";"Høst";"S";"Studenter";"83";"25";"58"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2017";"3";"Høst";"S";"Studenter";"177";"64";"113"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2022";"1";"Vår";"S";"Studenter";"187";"61";"126"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2014";"1";"Vår";"S";"Studenter";"113";"34";"79"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2009";"1";"Vår";"S";"Studenter";"21";"7";"14"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2018";"1";"Vår";"S";"Studenter";"149";"51";"98"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2019";"1";"Vår";"S";"Studenter";"144";"46";"98"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2015";"1";"Vår";"S";"Studenter";"102";"30";"72"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2011";"1";"Vår";"S";"Studenter";"79";"25";"54"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2013";"1";"Vår";"S";"Studenter";"111";"45";"66"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2010";"1";"Vår";"S";"Studenter";"75";"23";"52"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2016";"1";"Vår";"S";"Studenter";"134";"44";"90"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2021";"1";"Vår";"S";"Studenter";"175";"58";"117"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2017";"1";"Vår";"S";"Studenter";"146";"49";"97"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2020";"3";"Høst";"S";"Studenter";"225";"73";"152"
"1120";"Universitetet i Bergen";"220450";"Filosofi og førstesemesterstudier";"2012";"3";"Høst";"S";"Studenter";"124";"52";"72"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1994";"3";"Høst";"P";"Personer uten studierett";"85";"43";"42"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2006";"1";"Vår";"S";"Studenter";"44";"13";"31"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1993";"3";"Høst";"P";"Personer uten studierett";"50";"16";"34"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1996";"1";"Vår";"S";"Studenter";"240";"88";"152"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1995";"1";"Vår";"P";"Personer uten studierett";"52";"22";"30"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1994";"1";"Vår";"S";"Studenter";"226";"80";"146"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1994";"1";"Vår";"P";"Personer uten studierett";"59";"25";"34"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2008";"1";"Vår";"S";"Studenter";"26";"9";"17"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1996";"1";"Vår";"P";"Personer uten studierett";"45";"22";"23"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2005";"1";"Vår";"S";"Studenter";"35";"7";"28"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1993";"1";"Vår";"P";"Personer uten studierett";"43";"19";"24"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1993";"1";"Vår";"S";"Studenter";"218";"88";"130"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1995";"3";"Høst";"P";"Personer uten studierett";"35";"15";"20"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2007";"1";"Vår";"S";"Studenter";"40";"14";"26"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1992";"3";"Høst";"P";"Personer uten studierett";"14";"7";"7"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1995";"1";"Vår";"S";"Studenter";"226";"84";"142"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2005";"3";"Høst";"S";"Studenter";"45";"11";"34"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2004";"3";"Høst";"S";"Studenter";"32";"6";"26"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1995";"3";"Høst";"S";"Studenter";"394";"170";"224"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1994";"3";"Høst";"S";"Studenter";"268";"111";"157"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2006";"3";"Høst";"S";"Studenter";"45";"16";"29"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1992";"3";"Høst";"S";"Studenter";"234";"95";"139"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"2007";"3";"Høst";"S";"Studenter";"28";"9";"19"
"1120";"Universitetet i Bergen";"220510";"Filosofisk institutt";"1993";"3";"Høst";"S";"Studenter";"300";"127";"173"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1993";"3";"Høst";"P";"Personer uten studierett";"7";"0";"0"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1996";"1";"Vår";"S";"Studenter";"236";"144";"92"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1993";"1";"Vår";"P";"Personer uten studierett";"10";"5";"5"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1993";"1";"Vår";"S";"Studenter";"145";"92";"53"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1994";"1";"Vår";"P";"Personer uten studierett";"8";"4";"4"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1995";"3";"Høst";"S";"Studenter";"202";"132";"70"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1995";"1";"Vår";"P";"Personer uten studierett";"15";"10";"5"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1992";"3";"Høst";"S";"Studenter";"119";"74";"45"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1996";"1";"Vår";"P";"Personer uten studierett";"21";"15";"6"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1993";"3";"Høst";"S";"Studenter";"112";"70";"42"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1994";"3";"Høst";"P";"Personer uten studierett";"8";"4";"4"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1994";"3";"Høst";"S";"Studenter";"176";"103";"73"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1992";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1995";"1";"Vår";"S";"Studenter";"176";"108";"68"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1995";"3";"Høst";"P";"Personer uten studierett";"11";"6";"5"
"1120";"Universitetet i Bergen";"220610";"Litteraturvitenskapelig institutt";"1994";"1";"Vår";"S";"Studenter";"167";"110";"57"
"1120";"Universitetet i Bergen";"220810";"Institutt for kristendomskunnskap";"1992";"3";"Høst";"S";"Studenter";"4";"0";"0"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1992";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2005";"1";"Vår";"S";"Studenter";"34";"22";"12"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1995";"3";"Høst";"P";"Personer uten studierett";"24";"13";"11"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1995";"1";"Vår";"S";"Studenter";"270";"193";"77"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1993";"3";"Høst";"P";"Personer uten studierett";"19";"13";"6"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1994";"1";"Vår";"S";"Studenter";"287";"196";"91"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1994";"3";"Høst";"P";"Personer uten studierett";"30";"18";"12"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1993";"1";"Vår";"S";"Studenter";"240";"163";"77"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1993";"1";"Vår";"P";"Personer uten studierett";"17";"8";"9"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2007";"1";"Vår";"S";"Studenter";"71";"50";"21"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1996";"1";"Vår";"P";"Personer uten studierett";"20";"15";"5"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2006";"1";"Vår";"S";"Studenter";"43";"25";"18"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1995";"1";"Vår";"P";"Personer uten studierett";"48";"25";"23"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2006";"3";"Høst";"S";"Studenter";"98";"69";"29"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1994";"1";"Vår";"P";"Personer uten studierett";"24";"13";"11"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1992";"3";"Høst";"S";"Studenter";"216";"149";"67"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1993";"3";"Høst";"S";"Studenter";"223";"160";"63"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1995";"3";"Høst";"S";"Studenter";"363";"239";"124"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2004";"3";"Høst";"S";"Studenter";"33";"21";"12"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1996";"1";"Vår";"S";"Studenter";"391";"252";"139"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"2005";"3";"Høst";"S";"Studenter";"54";"32";"22"
"1120";"Universitetet i Bergen";"220820";"Institutt for religionsvitenskap";"1994";"3";"Høst";"S";"Studenter";"286";"195";"91"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2019";"3";"Høst";"S";"Studenter";"72";"66";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2022";"1";"Vår";"S";"Studenter";"74";"68";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2015";"3";"Høst";"S";"Studenter";"30";"25";"5"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2018";"3";"Høst";"S";"Studenter";"87";"79";"8"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2020";"3";"Høst";"S";"Studenter";"88";"78";"10"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2017";"1";"Vår";"S";"Studenter";"50";"44";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2015";"1";"Vår";"S";"Studenter";"21";"0";"0"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2020";"1";"Vår";"S";"Studenter";"51";"47";"4"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2016";"1";"Vår";"S";"Studenter";"23";"20";"3"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2021";"1";"Vår";"S";"Studenter";"66";"59";"7"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2019";"1";"Vår";"S";"Studenter";"69";"63";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2018";"1";"Vår";"S";"Studenter";"61";"56";"5"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2016";"3";"Høst";"S";"Studenter";"67";"58";"9"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2021";"3";"Høst";"S";"Studenter";"88";"79";"9"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2017";"3";"Høst";"S";"Studenter";"73";"65";"8"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1993";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1995";"3";"Høst";"S";"Studenter";"8";"4";"4"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1994";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1996";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"2022";"1";"Vår";"S";"Studenter";"17";"12";"5"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1994";"3";"Høst";"S";"Studenter";"5";"0";"0"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"1993";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220910";"Senter for vitenskapsteori (SVT)";"2021";"3";"Høst";"S";"Studenter";"17";"12";"5"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2006";"3";"Høst";"S";"Studenter";"11";"4";"7"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2005";"1";"Vår";"S";"Studenter";"16";"5";"11"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2004";"3";"Høst";"S";"Studenter";"15";"3";"12"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2005";"3";"Høst";"S";"Studenter";"19";"7";"12"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2006";"1";"Vår";"S";"Studenter";"16";"5";"11"
"1120";"Universitetet i Bergen";"220925";"Humanistisk informatikk";"2007";"1";"Vår";"S";"Studenter";"10";"4";"6"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"2000";"1";"Vår";"S";"Studenter";"3";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"2001";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"2000";"3";"Høst";"S";"Studenter";"3";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"1999";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"1999";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"2001";"3";"Høst";"S";"Studenter";"3";"0";"0"
"1120";"Universitetet i Bergen";"220940";"Senter for europeiske kulturstudier";"1998";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2002";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2015";"3";"Høst";"S";"Studenter";"221";"104";"117"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2006";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2005";"3";"Høst";"S";"Studenter";"33";"24";"9"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2005";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2006";"3";"Høst";"S";"Studenter";"181";"100";"81"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"1999";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2001";"3";"Høst";"S";"Studenter";"94";"53";"41"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2007";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2010";"3";"Høst";"S";"Studenter";"207";"112";"95"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2016";"3";"Høst";"S";"Studenter";"255";"121";"134"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"1998";"3";"Høst";"S";"Studenter";"31";"25";"6"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2013";"3";"Høst";"S";"Studenter";"223";"106";"117"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2004";"3";"Høst";"S";"Studenter";"42";"28";"14"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2007";"3";"Høst";"S";"Studenter";"177";"94";"83"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2006";"1";"Vår";"S";"Studenter";"167";"90";"77"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2001";"1";"Vår";"S";"Studenter";"116";"71";"45"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2010";"1";"Vår";"S";"Studenter";"172";"92";"80"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2002";"3";"Høst";"S";"Studenter";"140";"76";"64"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2011";"3";"Høst";"S";"Studenter";"203";"107";"96"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2008";"3";"Høst";"S";"Studenter";"166";"93";"73"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2012";"3";"Høst";"S";"Studenter";"194";"96";"98"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"1999";"3";"Høst";"S";"Studenter";"103";"65";"38"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2000";"3";"Høst";"S";"Studenter";"115";"65";"50"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2003";"3";"Høst";"S";"Studenter";"39";"22";"17"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2014";"3";"Høst";"S";"Studenter";"220";"110";"110"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2009";"3";"Høst";"S";"Studenter";"176";"95";"81"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2000";"1";"Vår";"S";"Studenter";"106";"66";"40"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2009";"1";"Vår";"S";"Studenter";"160";"86";"74"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2013";"1";"Vår";"S";"Studenter";"186";"91";"95"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2014";"1";"Vår";"S";"Studenter";"209";"100";"109"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2004";"1";"Vår";"S";"Studenter";"40";"23";"17"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"1999";"1";"Vår";"S";"Studenter";"25";"20";"5"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"1996";"1";"Vår";"S";"Studenter";"0";"0";"0"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2005";"1";"Vår";"S";"Studenter";"37";"25";"12"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2003";"1";"Vår";"S";"Studenter";"143";"77";"66"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2008";"1";"Vår";"S";"Studenter";"166";"88";"78"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2012";"1";"Vår";"S";"Studenter";"191";"97";"94"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2015";"1";"Vår";"S";"Studenter";"218";"108";"110"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2016";"1";"Vår";"S";"Studenter";"221";"104";"117"
"1120";"Universitetet i Bergen";"220950";"Griegakademiet - Institutt for musikk";"2002";"1";"Vår";"S";"Studenter";"132";"73";"59"
